"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Destination","Destination WPA","Destination Region","Fate","R and D code","Tonnes Removed","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Liquid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","antifreeze fluids other than those mentioned in 16 01 14","16 01 15","MRS","Vehicle depollution facility","Cambridgeshire","Cambridgeshire","East of England","Treatment","D09",1.5,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","West Suffolk","403610","Beck Row Dismantlers Ltd","Beck Row Dismantlers Ltd","S1517 No 17: Vehicle Depollution Facility",568549,278474,"IP28 2DN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Oil/water separator contents","oily water from oil/water separators","13 05 07*","MRS","Vehicle depollution facility","Cambridgeshire","Cambridgeshire","East of England","Treatment","D09",3.5,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded equipment containing chlorofluorocarbons","20 01 23*","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",25.652,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","MRS","Car Breaker","Cambridgeshire","Cambridgeshire","East of England","Recovery","R03",12.48,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","aluminium","17 04 02","MRS","Car Breaker","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",81.15,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","cables other than those mentioned in 17 04 10","17 04 11","MRS","Car Breaker","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",58.87,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","West Suffolk","100301","The Carrops","Scrapco Metal Recycling Ltd","A19 : Metal Recycling Site (Vehicle Dismantler)",569597,269526,"IP28 8LD","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","components not otherwise specified","16 01 22","MRS","Car Breaker","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",22.45,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","404585","A & S Topsoils","Mr Nathan Tidd And Mr Steven Tidd","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",570711,278273,"IP28 8LX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Cambridgeshire","Cambridgeshire","East of England","Recovery","R05",658,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R03",26.2,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R05",41.26,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Transfer (D)","D15",18.32,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R05",28.66,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Ipswich","DP3438AF","Hollywell Waste Oil Treatment Facility  EPR/CB3906FN","Slicker Recycling Ltd","T05 : Physico-chemical treatment installation",617060,243010,"IP3 0BE","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Oil/water separator contents","oily water from oil/water separators","13 05 07*","Treatment","Physical-Chemical Treatment","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",24.36,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","Ipswich","100311","Cliff Quay Waste Water Treatment Works","Anglian Water Services Limited","A17 : Physico-Chemical Treatment Facility",617319,242014,"IP3 0ET","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Physico/chemical treatments of waste (including dechromatation - decyanidation - neutralisation)","sludges from physico/chemical treatment other than those mentioned in 19 02 05","19 02 06","Treatment","Physical-Chemical Treatment","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",169.04,"03 - Other chemical wastes","Industrial effluent sludges"
"East of England","Suffolk","Suffolk","Ipswich","100311","Cliff Quay Waste Water Treatment Works","Anglian Water Services Limited","A17 : Physico-Chemical Treatment Facility",617319,242014,"IP3 0ET","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Anaerobic treatment of waste","digestate from anaerobic treatment of animal and vegetable waste","19 06 06","Treatment","Physical-Chemical Treatment","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",38.44,"03 - Other chemical wastes","Industrial effluent sludges"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R03",25.686,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R03",7.976,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Powder","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R03",0.005,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Physico/chemical treatments of waste (including dechromatation - decyanidation - neutralisation)","premixed wastes composed only of non-hazardous wastes","19 02 03","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",9047.16,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","West Suffolk","403989","West Suffolk Operational Hub","West Suffolk Council","A9 : Hazardous Waste Transfer Station",586212,266365,"IP31 1FE","Solid","Hhold/Ind/Com","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","plastic packaging","15 01 02","Transfer","Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",5.11,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","West Suffolk","403989","West Suffolk Operational Hub","West Suffolk Council","A9 : Hazardous Waste Transfer Station",586212,266365,"IP31 1FE","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",149.09,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","West Suffolk","403989","West Suffolk Operational Hub","West Suffolk Council","A9 : Hazardous Waste Transfer Station",586212,266365,"IP31 1FE","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","plastics","20 01 39","Transfer","Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",19.54,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","West Suffolk","100440","Barton Road","U K Power Networks ( Holdings ) Ltd","A9 : Hazardous Waste Transfer Station",586699,265073,"IP32 7BG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",36.55,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","West Suffolk","404549","N 2 S Ltd","Network 2 Supplies Limited","S1515 No 15: 75kte WEEE Treatment Facility",583623,264801,"IP33 3SP","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","Treatment","WEEE treatment facility","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",65.206,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",390.78,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",213.554,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R04",40.725,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","RP3432WF","Sacker's Metal Recycling Facility EPR/RP3432WF","Sackers Limited","TM1 : Metal Recycling installation",612320,250360,"IP6 0JB","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","MRS","Metal Recycling","Cambridgeshire","Cambridgeshire","East of England","Recovery","R13",25.08,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
