"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Origin","Origin WPA","Origin Region","Fate","R and D code","Tonnes Received","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","London","London (WPA Not codeable)","London","Recovery","R05",428.1,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Monmouthshire","Monmouthshire","Wales","Recovery","R04.05",28.02,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Monmouthshire","Monmouthshire","Wales","Recovery","R13",27.08,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R04.05",200.96,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R05",4.55,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R13",15.315,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R04.05",1.1,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R13",0.34,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R05",23.32,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R05",70.92,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R13",14.4,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R05",92.7,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","insulation materials containing asbestos","17 06 01*","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Transfer (D)","D13",3.26,"12 - Mineral wastes","Asbestos wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Scotland","Scotland (WPA Not codeable)","Scotland","Recovery","R04.05",13.8,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","South East","South East (WPA Not codeable)","South East","Recovery","R04.05",57.83,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","South East","South East (WPA Not codeable)","South East","Recovery","R04.05",0.04,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","South East","South East (WPA Not codeable)","South East","Recovery","R13",0.6,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04.05",449.345,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04.05.01",179.22,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","non-ferrous metal","16 01 18","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",326.75,"06 - Metallic wastes","Non-ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","ferrous metal","19 12 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04.05",51.9,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04.05",4.14,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",3.175,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",10.487,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Agriculture - horticulture - aquaculture - forestry - hunting and fishing","waste plastics (except packaging)","02 01 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",25.39,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","paper and cardboard packaging","15 01 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",2.69,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life tyres","16 01 03","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",25.2,"07 - Non-metallic wastes","Rubber wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life tyres","16 01 03","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",130.7,"07 - Non-metallic wastes","Rubber wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Wood - glass and plastic","plastic","17 02 03","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",24.82,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Wood - glass and plastic","plastic","17 02 03","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",18.42,"07 - Non-metallic wastes","Plastic wastes"
